time,time_avg,key_size
[54391.23|59246.41|58341.49|60756.87|56004.15],57748.03,2048
[357053.29|359651.53|358371.67|361917.38|351130.04],357624.78,4096
[1136905.95|1216332.91|1311098.84|1210229.95|1141921.28],1203297.79,6144
[2302056.41|2320706.49|2248748.06|2312085.29|2251741.26],2287067.5,8192
[4708945.25|4732396.03|4737058.4|4751664.8|4721506.11],4730314.12,10240
[7409613.52|7541542.52|8019641.21|7400987.63|7466155.96],7567588.17,12288
[15771830.71|15867001.75|15752321.1|15928863.7|15513850.86],15766773.62,16384
[10967012.57|10992358.86|10816396.05|10922213.28|11143905.0],10968377.15,18432
[14625331.63|14686455.7|14534733.52|14494929.25|14282754.88],14524841.0,20480
